syd,did,wei
1,1,1.248352790512073
2,1,1.1523256527803754
3,1,1.0562985150486774
4,1,0.9602713773169794
5,1,0.8642442395852814
6,1,0.7682171018535836
7,1,0.6721899641218857
8,1,0.5761628263901877
9,1,0.4801356886584897
10,1,0.3841085509267918
11,1,0.28808141319509384
12,1,0.1920542754633959
13,1,0.09602713773169795
14,2,0.4615434584903209
15,2,0.43077389459096616
2,2,0.4000043306916115
1,2,0.36923476679225675
4,2,0.338465202892902
11,2,0.30769563899354724
16,2,0.27692607509419254
17,2,0.24615651119483783
8,2,0.21538694729548308
9,2,0.18461738339612838
18,2,0.15384781949677362
19,2,0.12307825559741892
7,2,0.09230869169806419
20,2,0.06153912779870946
21,2,0.03076956389935473
22,3,0.3158255282459518
23,3,0.30078621737709693
24,3,0.2857469065082421
25,3,0.27070759563938723
26,3,0.25566828477053244
27,3,0.24062897390167756
28,3,0.22558966303282268
29,3,0.2105503521639679
30,3,0.19551104129511301
31,3,0.18047173042625816
32,3,0.16543241955740332
33,3,0.15039310868854847
34,3,0.13535379781969362
35,3,0.12031448695083878
36,3,0.10527517608198395
37,3,0.09023586521312908
38,3,0.07519655434427423
39,3,0.06015724347541939
40,3,0.04511793260656454
41,3,0.030078621737709695
42,3,0.015039310868854848
22,4,0.3158255282459518
23,4,0.30078621737709693
24,4,0.2857469065082421
25,4,0.27070759563938723
26,4,0.25566828477053244
27,4,0.24062897390167756
28,4,0.22558966303282268
29,4,0.2105503521639679
30,4,0.19551104129511301
31,4,0.18047173042625816
32,4,0.16543241955740332
33,4,0.15039310868854847
34,4,0.13535379781969362
35,4,0.12031448695083878
36,4,0.10527517608198395
37,4,0.09023586521312908
38,4,0.07519655434427423
39,4,0.06015724347541939
40,4,0.04511793260656454
41,4,0.030078621737709695
42,4,0.015039310868854848
1,5,0.6066117849929725
12,5,0.5459506064936752
2,5,0.485289427994378
43,5,0.42462824949508066
8,5,0.36396707099578346
9,5,0.30330589249648626
13,5,0.242644713997189
44,5,0.18198353549789173
16,5,0.1213223569985945
45,5,0.06066117849929725
1,6,0.6066117849929725
12,6,0.5459506064936752
